	10-HDoHE	10S,17S-DiHDoHE	11-HDoHE	11-HETE	11(12)-EpETrE	11(R)-HEDE	12-HEPE	12-HETE	12,13-DiHOME	12(13)-EpOME	12(S)-HHTrE	13-HDoHE	13-HODE	13-OxoODE	13,14dh-15k-PGD2	13,14dh-15k-PGE2	13(S)-HOTrE	14-HDoHE	15-keto PGE2	15-OxoETE	15(S)-HEDE	15(S)-HEPE	16-HDoHE	17-HDoHE	18-HEPE	19,20-DiHDoPE	19(20)-EpDPE	20-HDoHE	4-HDoHE	5-HETE	5-oxoETE	5(6)-EpETrE	6kPGF1a	8-HDoHE	8(S)-HETrE	9-HEPE	9-HODE	9-OxoODE	9-OxoOTrE	9,10-DiHOME	9(S)-HOTrE	AT-RvD3	D12-PGJ2	PD1	PGA2	PGD2	PGE2	PGE3	PGF2a	PGJ2	RvD6 (4,17-DiHDoHE)	tetranor 12-HETE	TXB2
D12-PGJ2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9597701149425287	0.0	0.9942528735632183	0.0	0.0	0.0	0.0	0.005747126436781609	0.005747126436781609	0.0	0.0	0.0	0.028735632183908046	1.0	0.0	0.9942528735632183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40804597701149425	0.0	0.0	0.0	0.0	0.0	0.0	0.9942528735632183	0.0	1.0	1.0	0.0	0.011494252873563218	0.0	0.9885057471264368	0.0	0.0	0.3045977011494252	0.0	0.9770114942528736	0.011494252873563218
PD1	0.0	0.9827586206896551	0.7758620689655171	0.9827586206896551	0.0	0.0	0.0	0.0	0.04022988505747127	0.0	0.0	0.9597701149425287	0.9885057471264368	0.0	0.9827586206896551	0.0	0.9827586206896551	0.9827586206896551	0.0	0.011494252873563218	0.9655172413793104	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.5804597701149427	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	1.0	0.9770114942528736	0.09195402298850575	0.011494252873563218	0.9885057471264368	0.0	0.6896551724137931	0.0	0.0	0.9770114942528736
PGA2	0.0	0.9827586206896551	0.7873563218390804	0.9827586206896551	0.0	0.0	0.0	0.0	0.05172413793103448	0.0	0.011494252873563218	0.9597701149425287	0.9885057471264368	0.0	0.9827586206896551	0.0	0.9827586206896551	0.9827586206896551	0.0	0.0	0.9597701149425287	0.011494252873563218	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6034482758620692	0.0	0.0	0.0	0.0	0.0	0.0	0.017241379310344824	0.0	0.011494252873563218	0.011494252873563218	0.9770114942528736	1.0	0.08045977011494254	0.022988505747126436	0.9885057471264368	0.0	0.6954022988505746	0.0	0.011494252873563218	0.9770114942528736
PGD2	0.0	0.08620689655172417	0.2701149425287354	0.08620689655172421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10919540229885058	0.08045977011494254	0.0	0.07471264367816094	0.0	0.08045977011494254	0.08620689655172417	0.0	0.8333333333333334	0.08045977011494254	0.0	0.0	0.0	0.0	0.9137931034482759	0.0	0.0	0.0	0.011494252873563218	0.0	0.9195402298850575	0.06321839080459775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09195402298850575	0.08045977011494254	1.0	0.0	0.08045977011494254	0.005747126436781609	0.06896551724137928	0.0	0.0	0.08045977011494254
PGE2	0.0	0.011494252873563218	0.011494252873563218	0.011494252873563218	0.0	0.0	0.0	0.0	0.9482758620689655	0.0	0.9827586206896551	0.011494252873563218	0.011494252873563218	0.0	0.011494252873563218	0.005747126436781609	0.005747126436781609	0.011494252873563218	0.0	0.0	0.028735632183908046	0.9885057471264368	0.0	0.9827586206896551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41954022988505746	0.0	0.0	0.0	0.0	0.0	0.0	0.9827586206896551	0.0	0.9885057471264368	0.9885057471264368	0.011494252873563218	0.022988505747126436	0.0	1.0	0.011494252873563218	0.0	0.3160919540229884	0.0	0.9712643678160919	0.022988505747126436
PGE3	0.0	0.9942528735632183	0.7873563218390804	0.9942528735632183	0.0	0.0	0.0	0.0	0.04022988505747127	0.0	0.0	0.9712643678160919	1.0	0.0	0.9942528735632183	0.0	0.9942528735632183	0.9942528735632183	0.0	0.0	0.9712643678160919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5919540229885056	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.9885057471264368	0.9885057471264368	0.08045977011494254	0.011494252873563218	1.0	0.0	0.6954022988505746	0.0	0.0	0.9885057471264368
PGF2a	0.9942528735632183	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9885057471264368	0.0	0.0	0.0	0.0	0.9942528735632183	0.08620689655172421	0.0	0.0	0.14367816091954028	0.0	0.0	0.005747126436781609	0.9885057471264368	0.9770114942528736	0.022988505747126436	0.9827586206896551	0.0	0.005747126436781609	0.0	0.022988505747126436	0.0	0.0	0.9885057471264368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGJ2	0.0	0.6896551724137931	0.5574712643678164	0.6954022988505746	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.3045977011494252	0.6839080459770112	0.6954022988505746	0.0	0.6896551724137928	0.0	0.6896551724137928	0.6896551724137928	0.0	0.0	0.7011494252873565	0.3045977011494252	0.0	0.2988505747126437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5862068965517248	0.0	0.0	0.0	0.0	0.0	0.0	0.3103448275862071	0.0	0.3045977011494252	0.3045977011494252	0.6896551724137931	0.6954022988505746	0.06896551724137928	0.3160919540229884	0.6954022988505746	0.0	1.0	0.0	0.2988505747126436	0.6839080459770112
RvD6 (4,17-DiHDoHE)	0.0	0.0	0.0	0.0	0.9827586206896551	0.9712643678160919	0.7931034482758621	0.9827586206896551	0.0	0.022988505747126436	0.0	0.0	0.0	0.0	0.0	0.017241379310344824	0.0	0.0	0.0	0.0	0.0	0.0	0.8448275862068967	0.0	0.028735632183908046	0.0	0.0	0.011494252873563218	0.9597701149425287	0.0	0.9827586206896551	0.0	0.0	0.9597701149425287	0.9827586206896551	0.896551724137931	0.0	0.017241379310344824	0.9827586206896551	0.0	0.9712643678160919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
tetranor 12-HETE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9367816091954023	0.017241379310344824	0.9712643678160919	0.0	0.0	0.0	0.0	0.022988505747126436	0.0	0.0	0.0	0.0	0.028735632183908046	0.9770114942528736	0.0	0.9712643678160919	0.017241379310344824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40804597701149425	0.0	0.0	0.0	0.0	0.017241379310344824	0.0	0.9712643678160919	0.0	0.9770114942528736	0.9770114942528736	0.0	0.011494252873563218	0.0	0.9712643678160919	0.0	0.0	0.2988505747126436	0.0	1.0	0.011494252873563218
TXB2	0.0	0.9827586206896551	0.7758620689655171	0.9827586206896551	0.0	0.0	0.0	0.0	0.05172413793103448	0.0	0.011494252873563218	0.9597701149425287	0.9885057471264368	0.0	0.9827586206896551	0.0	0.9827586206896551	0.9827586206896551	0.0	0.0	0.9597701149425287	0.011494252873563218	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5919540229885056	0.0	0.0	0.0	0.0	0.0	0.0	0.01724137931034482	0.0	0.011494252873563218	0.011494252873563218	0.9770114942528736	0.9770114942528736	0.08045977011494254	0.022988505747126436	0.9885057471264368	0.0	0.6839080459770112	0.0	0.011494252873563218	1.0
