	PGE1	PGE2	15-keto PGE2	13,14dh-15k-PGE2	PGA2	PGE3	PGD2	PGJ2	D12-PGJ2	13,14dh-15k-PGD2	PGF1a	PGF2a	15-keto PGF2a	8-isoPGF2a & 11bPGF2a	6kPGF1a	TXB2	2,3-dinor TXB2	LTB4	5(S),12(S)-DiHETE	5(S),15(S)-DiHETE	9-HODE	13-HODE	9(S)-HOTrE	13(S)-HOTrE	11(R)-HEDE	15(S)-HEDE	8(S)-HETrE	5(S)-HETrE	5-HETE	8-HETE	11-HETE	12-HETE	15-HETE	tetranor 12-HETE	12(S)-HHTrE	5-HEPE	8-HEPE	9-HEPE	11-HEPE	12-HEPE	15(S)-HEPE	18-HEPE	4-HDoHE	7-HDoHE	8-HDoHE	10-HDoHE	11-HDoHE	13-HDoHE	14-HDoHE	16-HDoHE	17-HDoHE	20-HDoHE	9(10)-EpOME	12(13)-EpOME	5(6)-EpETrE	11(12)-EpETrE	14(15)-EpETrE	17(18)-EpETE	7(8)-EpDPE	10(11)-EpDPE	13(14)-EpDPE	16(17)-EpDPE	19(20)-EpDPE	9,10-DiHOME	12,13-DiHOME	8,9-DiHETrE	11,12-DiHETrE	14,15-DiHETrE	19,20-DiHDoPE	9-OxoODE	13-OxoODE	9-OxoOTrE	15-OxoEDE	5-oxoETE	15-OxoETE	LXA4	AT-RvD3	RvD6 (4,17-DiHDoHE)	PD1	10S,17S-DiHDoHE
8-HETE	0.0	0.0	0.0	0.0	0.7758620689655171	0.0	0.0	0.896551724137931	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.896551724137931	0.42528735632183906	0.01724137931034482	0.005747126436781609	0.12068965517241381	0.8333333333333334	0.0	0.0	0.0	0.05172413793103446	0.005747126436781609	0.896551724137931	0.0	0.0	0.0977011494252874	1.0	0.9022988505747126	0.8045977011494253	0.5977011494252877	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.10344827586206903	0.0	0.0	0.9022988505747126	0.0	0.896551724137931	0.0	0.0	0.0	0.022988505747126436	0.0	0.0	0.0	0.8275862068965517	0.8563218390804598	0.8505747126436781	0.8218390804597702	0.08620689655172417	0.0	0.0	0.5689655172413792	0.0	0.8850574712643678	0.04022988505747127	0.0	0.0	0.0	0.0	0.0	0.0	0.8793103448275862	0.896551724137931	0.0	0.28735632183908055	0.0
11-HETE	0.0	0.0	0.0	0.0	0.8620689655172413	0.0	0.0	0.9942528735632183	0.0	0.0	0.0	0.0	0.0	0.0	0.9942528735632183	0.482758620689655	0.0	0.0	0.10344827586206896	0.9195402298850575	0.0	0.0	0.0	0.06321839080459771	0.0	0.9942528735632183	0.0	0.0	0.005747126436781609	0.9022988505747126	1.0	0.8218390804597699	0.5517241379310344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	0.9885057471264368	0.0	0.9942528735632183	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.8333333333333334	0.9195402298850575	0.9425287356321839	0.9137931034482759	0.005747126436781609	0.0	0.0	0.632183908045977	0.0	0.9827586206896551	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.9425287356321839	0.9942528735632183	0.0	0.3160919540229885	0.0
12-HETE	0.0	0.0	0.0	0.0	0.7011494252873565	0.0	0.0	0.8275862068965516	0.0	0.0	0.07471264367816094	0.0	0.0	0.0	0.8275862068965516	0.3793103448275862	0.0	0.103448275862069	0.20689655172413793	0.8160919540229885	0.0	0.0	0.0	0.05172413793103448	0.103448275862069	0.8275862068965516	0.0	0.0	0.06321839080459775	0.8045977011494253	0.8218390804597699	1.0	0.5057471264367818	0.0	0.0	0.0	0.0	0.103448275862069	0.0	0.103448275862069	0.0	0.0	0.0	0.0	0.0	0.07471264367816093	0.0	0.0	0.8333333333333335	0.0	0.8275862068965516	0.0	0.0	0.0	0.005747126436781609	0.08620689655172425	0.0	0.0	0.7528735632183905	0.8160919540229884	0.8160919540229884	0.7528735632183908	0.06321839080459775	0.0	0.0	0.5229885057471266	0.0	0.8275862068965516	0.028735632183908046	0.0	0.0	0.0	0.0	0.0	0.0	0.8103448275862069	0.8275862068965516	0.0	0.25862068965517243	0.0
15-HETE	0.0	0.0	0.0	0.0	0.4540229885057471	0.0	0.0	0.5459770114942526	0.0	0.0	0.0	0.0	0.0	0.0	0.5459770114942526	0.2643678160919539	0.28160919540229895	0.005747126436781609	0.08620689655172421	0.5172413793103449	0.0	0.0	0.0	0.03448275862068965	0.0	0.5459770114942526	0.0	0.0	0.3333333333333333	0.5977011494252877	0.5517241379310344	0.5057471264367818	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32183908045977017	0.0	0.0	0.5459770114942526	0.0	0.5459770114942526	0.0	0.0	0.0	0.24712643678160912	0.0	0.0	0.04597701149425287	0.5574712643678165	0.540229885057471	0.5172413793103444	0.4827586206896552	0.33333333333333315	0.0	0.0	0.34482758620689646	0.0	0.5344827586206897	0.2988505747126437	0.0	0.0	0.0	0.0	0.0	0.0	0.5689655172413791	0.5459770114942526	0.0	0.1896551724137931	0.0
tetranor 12-HETE	0.6954022988505747	0.9252873563218391	0.0	0.20689655172413793	0.0	0.0	0.0	0.0	0.9022988505747126	0.0	0.0	0.01724137931034482	0.9137931034482759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	1.0	0.522988505747127	0.18390804597701138	0.028735632183908046	0.0	0.011494252873563218	0.0	0.05747126436781609	0.09770114942528738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9310344827586207	0.574712643678161	0.0	0.011494252873563218	0.0	0.0	0.12068965517241381	0.0	0.0	0.7586206896551723	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0
12(S)-HHTrE	0.3103448275862071	0.4827586206896552	0.0	0.08620689655172425	0.0	0.0	0.0	0.0	0.48275862068965525	0.0	0.0	0.011494252873563218	0.47126436781609193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.522988505747127	1.0	0.05747126436781607	0.017241379310344824	0.0	0.0	0.0	0.4770114942528738	0.04022988505747129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2643678160919541	0.0	0.005747126436781609	0.0	0.0	0.05172413793103448	0.0	0.0	0.6609195402298849	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0
5-HEPE	0.16666666666666677	0.2011494252873564	0.09195402298850575	0.9080459770114943	0.0	0.0	0.005747126436781609	0.0	0.20114942528735633	0.0	0.0	0.6149425287356322	0.20689655172413784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3793103448275862	0.0	0.614942528735632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18390804597701138	0.05747126436781607	1.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.8850574712643678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12068965517241381	0.0	0.0	0.05747126436781609	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18390804597701138	0.48850574712643663	0.0	0.0	0.0	0.0	0.8793103448275861	0.1379310344827586	0.08620689655172421	0.14942528735632196	0.0	0.0	0.0	0.0	0.8160919540229885	0.0	0.0
8-HEPE	0.005747126436781609	0.011494252873563218	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017241379310344824	0.0	0.0	0.0	0.0	0.9712643678160919	0.0	0.0	0.0	0.0	0.0	0.028735632183908046	0.017241379310344824	0.011494252873563218	1.0	0.0	0.9770114942528736	0.0	0.011494252873563218	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.8563218390804598	0.9655172413793104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.005747126436781609	0.0	0.9712643678160919	0.0	0.0	0.011494252873563218	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0
9-HEPE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7931034482758621	0.0	0.0	0.0	0.0	0.0	0.0	0.9942528735632183	0.8333333333333331	0.05172413793103444	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.103448275862069	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0517241379310345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7816091954022989	0.0	0.0	0.0	0.022988505747126436	0.04022988505747122	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11-HEPE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.9942528735632183	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	0.9770114942528736	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8678160919540229	0.9885057471264368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9942528735632183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12-HEPE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7931034482758621	0.0	0.0	0.0	0.0	0.0	0.0	0.9942528735632183	0.8333333333333331	0.05172413793103444	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.103448275862069	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0517241379310345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7816091954022989	0.0	0.0	0.0	0.022988505747126436	0.04022988505747122	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15(S)-HEPE	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.05747126436781609	0.4770114942528738	0.0	0.011494252873563218	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.01724137931034482	0.0	0.0	0.005747126436781609	0.011494252873563218	0.0	0.0	0.0	0.0	0.20689655172413793	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18-HEPE	0.09195402298850575	0.10919540229885058	0.14942528735632188	0.8735632183908046	0.0	0.0	0.02298850574712643	0.0	0.10919540229885058	0.0	0.0	0.6954022988505746	0.11494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45977011494252873	0.0	0.6896551724137931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09770114942528738	0.04022988505747129	0.8850574712643678	0.005747126436781609	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17241379310344834	0.0	0.0	0.07471264367816094	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09195402298850577	0.41954022988505746	0.0	0.0	0.0	0.0	0.8793103448275862	0.20689655172413793	0.13218390804597704	0.08620689655172425	0.0	0.011494252873563218	0.0	0.0	0.8793103448275862	0.0	0.0
4-HDoHE	0.0	0.0	0.028735632183908046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206896551724138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22988505747126436	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.7298850574712644	0.0	1.0	0.04597701149425287	0.0	0.0	0.21839080459770124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8620689655172413	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
7-HDoHE	0.0	0.0	0.028735632183908046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206896551724138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22988505747126436	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.7298850574712644	0.0	1.0	0.04597701149425287	0.0	0.0	0.21839080459770124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8620689655172413	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
8-HDoHE	0.0	0.0	0.028735632183908046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206896551724138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22988505747126436	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.7298850574712644	0.0	1.0	0.04597701149425287	0.0	0.0	0.21839080459770124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8620689655172413	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10-HDoHE	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.005747126436781609	0.0	0.0	0.04597701149425287	0.0	0.0	0.0	0.005747126436781609	0.005747126436781609	0.1839080459770115	0.05747126436781609	0.1206896551724138	0.011494252873563218	0.0	0.0	0.0	0.0	0.0517241379310345	0.005747126436781609	0.0	0.0	0.9195402298850575	0.10344827586206903	0.011494252873563218	0.07471264367816093	0.32183908045977017	0.0	0.0	0.0	0.0	0.0517241379310345	0.0	0.0517241379310345	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.011494252873563218	0.0	0.005747126436781609	0.0	0.0	0.0	0.15517241379310348	0.04022988505747127	0.0	0.0	0.17816091954022983	0.05747126436781609	0.005747126436781609	0.005747126436781609	0.9252873563218391	0.0	0.0	0.005747126436781609	0.0	0.005747126436781609	0.22988505747126436	0.0	0.0	0.0	0.0	0.0	0.0	0.0517241379310345	0.005747126436781609	0.0	0.005747126436781609	0.0
11-HDoHE	0.0	0.0	0.0	0.0	0.12643678160919541	0.9482758620689655	0.0	0.0	0.0	0.9712643678160919	0.0	0.0	0.0	0.9540229885057471	0.0	0.5	0.022988505747126436	0.0	0.0	0.0	0.0	0.9712643678160919	0.0	0.9080459770114943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9712643678160919	0.0	0.0	0.0	0.0	0.0	0.0	0.05747126436781611	0.0	0.9712643678160919	0.14942528735632193	0.0	0.0	0.0	0.07471264367816091	0.0	0.0	0.0	0.35057471264367807	0.0	0.0	0.022988505747126436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6206896551724136	0.9655172413793104
13-HDoHE	0.0	0.0	0.0	0.0	0.13218390804597702	0.9770114942528736	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9827586206896551	0.0	0.5114942528735632	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9367816091954023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9712643678160919	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028735632183908035	0.0	1.0	0.12068965517241384	0.0	0.0	0.0	0.08045977011494253	0.0	0.0	0.0	0.36206896551724144	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6379310344827583	0.9942528735632183
14-HDoHE	0.0	0.0	0.0	0.0	0.8620689655172413	0.0	0.0	0.9942528735632183	0.0	0.0	0.0	0.0	0.0	0.0	0.9942528735632183	0.482758620689655	0.0	0.0	0.10344827586206896	0.9195402298850575	0.0	0.0	0.0	0.06321839080459771	0.0	0.9942528735632183	0.0	0.0	0.005747126436781609	0.9022988505747126	0.9885057471264368	0.8333333333333335	0.5459770114942526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	1.0	0.0	0.9942528735632183	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.8333333333333334	0.9195402298850575	0.9425287356321839	0.9137931034482759	0.005747126436781609	0.0	0.0	0.6379310344827586	0.0	0.9827586206896551	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.9540229885057471	0.9942528735632183	0.0	0.32183908045977033	0.0
16-HDoHE	0.005747126436781609	0.0	0.22988505747126453	0.12068965517241381	0.0	0.0	0.08045977011494258	0.0	0.0	0.0	0.08620689655172421	0.20689655172413793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24712643678160923	0.0	0.4252873563218389	0.0	0.0	0.0	0.7298850574712644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12068965517241381	0.005747126436781609	0.0	0.0	0.0	0.0	0.17241379310344834	0.7298850574712644	0.7298850574712644	0.7298850574712644	0.0	0.0	0.0	0.0	1.0	0.0	0.7298850574712644	0.0689655172413793	0.0	0.0	0.08620689655172412	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.03448275862068965	0.0	0.0	0.0	0.0	0.16091954022988508	0.21839080459770144	0.8103448275862071	0.0	0.7298850574712644	0.07471264367816088	0.0	0.0	0.21839080459770116	0.0	0.0
17-HDoHE	0.0	0.0	0.0	0.0	0.867816091954023	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.48850574712643646	0.0	0.0	0.10344827586206896	0.9252873563218391	0.0	0.0	0.0	0.06321839080459771	0.0	1.0	0.0	0.0	0.0	0.896551724137931	0.9942528735632183	0.8275862068965516	0.5459770114942526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.9942528735632183	0.0	1.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.8275862068965517	0.9252873563218391	0.9482758620689655	0.9195402298850575	0.0	0.0	0.0	0.6379310344827586	0.0	0.9885057471264368	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.9482758620689655	1.0	0.0	0.32183908045977033	0.0
20-HDoHE	0.0	0.0	0.028735632183908046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206896551724138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22988505747126436	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.7298850574712644	0.0	1.0	0.04597701149425287	0.0	0.0	0.21839080459770124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8620689655172413	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
9(10)-EpOME	0.005747126436781609	0.005747126436781609	0.011494252873563218	0.04022988505747129	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.005747126436781609	0.022988505747126436	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028735632183908046	0.0	0.11494252873563218	0.0	0.0	0.0	0.04597701149425287	0.8620689655172413	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.05747126436781609	0.8563218390804598	0.0	0.8678160919540229	0.0	0.0	0.07471264367816094	0.04597701149425287	0.04597701149425287	0.04597701149425287	0.0	0.0	0.0	0.0	0.0689655172413793	0.0	0.04597701149425287	1.0	0.8678160919540229	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.005747126436781609	0.0	0.8620689655172413	0.0	0.0	0.06321839080459775	0.022988505747126436	0.0689655172413793	0.0	0.04597701149425287	0.0	0.0	0.0	0.08045977011494258	0.0	0.0
12(13)-EpOME	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022988505747126436	0.0	0.0	0.0	0.0	0.9885057471264368	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.011494252873563218	0.9655172413793104	0.0	0.9885057471264368	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8678160919540229	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9827586206896551	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0
5(6)-EpETrE	0.0	0.0	0.0	0.0	0.005747126436781609	0.028735632183908035	0.0	0.005747126436781609	0.0	0.028735632183908035	0.0	0.0	0.0	0.04597701149425286	0.005747126436781609	0.017241379310344824	0.9425287356321839	0.0	0.0	0.005747126436781609	0.0	0.028735632183908035	0.0	0.028735632183908046	0.0	0.005747126436781609	0.0	0.0	0.21264367816091953	0.022988505747126436	0.005747126436781609	0.005747126436781609	0.24712643678160912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15517241379310348	0.05747126436781611	0.028735632183908035	0.005747126436781609	0.0	0.005747126436781609	0.0	0.0	0.0	1.0	0.0	0.028735632183908035	0.5459770114942529	0.011494252873563218	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.19540229885057472	0.0	0.0	0.017241379310344824	0.0	0.005747126436781609	0.8678160919540229	0.0	0.0	0.0	0.0	0.0	0.0	0.02298850574712643	0.005747126436781609	0.0	0.05172413793103448	0.03448275862068965
11(12)-EpETrE	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8390804597701149	0.0	0.0	0.0	0.0	0.0	0.0	0.7758620689655172	0.6379310344827585	0.05172413793103444	0.0	0.0	0.017241379310344824	0.0	0.7816091954022989	0.0	0.21839080459770124	0.0	0.0	0.0	0.0	0.08620689655172425	0.0	0.0	0.0	0.0	0.0	0.7816091954022989	0.0	0.7816091954022989	0.0	0.0	0.21839080459770124	0.21839080459770124	0.21839080459770124	0.04022988505747127	0.0	0.0	0.0	0.08620689655172412	0.0	0.21839080459770124	0.011494252873563218	0.0	0.0	1.0	0.0	0.0	0.0	0.011494252873563218	0.022988505747126423	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1379310344827586	0.0	0.21839080459770124	0.0	0.0	0.0	0.0	0.0	0.0
14(15)-EpETrE	0.0	0.0	0.0	0.0	0.13218390804597702	0.9770114942528736	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9827586206896551	0.0	0.5114942528735632	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9367816091954023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9712643678160919	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028735632183908035	0.0	1.0	0.12068965517241384	0.0	0.0	0.0	0.08045977011494253	0.0	0.0	0.0	0.36206896551724144	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6379310344827583	0.9942528735632183
17(18)-EpETE	0.11494252873563218	0.0	0.14942528735632188	0.0	0.017241379310344827	0.14367816091954025	0.25862068965517243	0.0	0.005747126436781609	0.12068965517241384	0.0	0.01724137931034482	0.0	0.13218390804597704	0.0	0.0689655172413793	0.5344827586206897	0.0	0.0	0.0	0.04022988505747127	0.12068965517241384	0.0	0.11494252873563214	0.0	0.0	0.0	0.0	0.017241379310344824	0.0	0.0	0.0	0.04597701149425287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14942528735632193	0.12068965517241384	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.5459770114942529	0.0	0.12068965517241384	1.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.005747126436781609	0.005747126436781609	0.05747126436781609	0.0	0.0	0.47126436781609193	0.0	0.10344827586206888	0.0	0.0	0.0	0.24137931034482743	0.0	0.0	0.005747126436781609	0.103448275862069	0.12643678160919544
7(8)-EpDPE	0.0	0.0	0.0	0.0	0.7183908045977013	0.0	0.0	0.8275862068965517	0.0	0.0	0.0	0.0	0.0	0.0	0.8275862068965517	0.4022988505747127	0.005747126436781609	0.005747126436781609	0.10919540229885058	0.7758620689655169	0.0	0.0	0.0	0.05172413793103448	0.0	0.8275862068965517	0.0	0.0	0.17241379310344843	0.8275862068965517	0.8333333333333334	0.7528735632183905	0.5574712643678165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17816091954022983	0.0	0.0	0.8333333333333334	0.0	0.8275862068965517	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	1.0	0.8333333333333334	0.7931034482758621	0.7586206896551726	0.16666666666666657	0.0	0.0	0.5402298850574714	0.0	0.8218390804597703	0.03448275862068965	0.0	0.0	0.0	0.0	0.0	0.0	0.8218390804597702	0.8275862068965517	0.0	0.2701149425287355	0.0
